Euler [X]	Euler [Y]	Euler [Z]
321.81	2.06	-34.88
319.19	2	-34.31
316.19	1.94	-34.31
316.13	1.94	-34.63
316.06	1.94	-34.44
315.88	2	-34.94
315.88	2	-35.31
315.88	2	-35.38
315.88	2	-35.5
315.88	2	-35.5
315.88	2	-35.63
315.94	2.06	-35.06
316	2	-35.25
316.13	2	-34.88
317	2	-35
317.06	2.06	-34.56
317.06	2.06	-34.63
317.13	2.13	-35.13
317.06	2.06	-35.38
317.13	2.06	-35.31
317.13	2.13	-35.38
317.13	2.13	-35.38
317.13	2.13	-35.38
317.13	2.13	-35.25
317.13	2.19	-36.06
317.13	2.25	-35.69
317.13	2.25	-35.69
317.19	2.19	-35.63
317.19	2.13	-35.75
317.25	2.06	-35.75
317.25	2.13	-35.81
317.25	2.25	-35.69
317.19	2.44	-35.31
317.19	2.5	-35.56
317.19	2.44	-35.38
317.19	2.19	-34.81
317.19	2.38	-34.25
317.19	2.31	-34.44
317.19	2.25	-35.44
317.19	2.25	-35.13
317.19	2.25	-35.31
317.19	2.38	-35
317.13	2.5	-35.06
317.25	2.19	-35.81
317.31	2.06	-35.81
317.31	2.13	-35.94
317.31	2.13	-35.81
317.31	2.13	-35.75
317.31	2.19	-35.63
317.38	2.19	-35.69
317.38	2.19	-35.56
317.38	2.25	-35.5
317.38	2.31	-35.69
317.44	2.19	-35.31
317.44	2.25	-35.69
317.5	2.25	-35.44
317.44	2.25	-35.13
317.44	2.31	-34.44
317.5	2.25	-35.06
317.5	2.19	-34.81
317.5	2.13	-34.94
317.5	2.19	-34.63
317.56	2.13	-34.56
317.56	2.13	-34.88
317.56	2.19	-34.94
317.63	2.19	-35
317.56	2.13	-35.25
317.75	2.19	-35.44
317.75	2.13	-35.5
317.75	2.25	-35.31
317.75	2.38	-34.94
317.75	2.25	-33.75
318	2.13	-32.13
318.19	2.13	-32.44
318.19	2.06	-32.94
318.19	2.13	-32.88
318	2.06	-32.5
317.94	2.06	-32.94
318	2.19	-31.94
317.94	2.13	-32.25
316	2	-26.69
310.5	2.19	-8.75
310.19	2.06	-9.69
310.19	2.19	-9.25
310.19	2.19	-9.25
310.13	2.19	-9.63
310.13	2.25	-9.06
309.44	2.19	-9.56
309.25	2.25	-8.94
309.25	2.31	-8.81
309.19	2.19	-9.25
309.25	2.31	-9.13
309.25	2.25	-9.38
309.25	2.25	-9.81
309.31	2.38	-9.31
309.31	2.38	-9.38
309.31	2.44	-8.63
309.13	2.31	-9.63
309	2.31	-9.5
309	2.31	-9.75
309	2.31	-9.88
309.06	2.31	-9.81
309	2.38	-9.63
309.06	2.31	-9.63
309	2.31	-9.94
309.06	2.38	-9.5
309.25	2.31	-9.75
309.88	2.25	-9.88
309.88	2.31	-9.94
309.88	2.31	-9.75
309.88	2.31	-9.5
309.88	2.31	-9.5
309.88	2.31	-9.81
309.88	2.25	-9.81
309.88	2.25	-10
309.88	2.19	-9.94
309.88	2.19	-9.75
309.88	2.19	-9.75
309.88	2.25	-9.63
309.88	2.13	-9.81
309.81	2.13	-9.75
309.81	2.13	-9.75
309.69	2.13	-9.81
309.69	2.19	-9.75
309.69	2.19	-9.63
309.69	2.13	-9.75
309.81	2.06	-9.81
309.81	2.06	-9.75
309.81	2.06	-9.69
309.81	2.06	-9.81
309.81	2.06	-10
309.81	2.06	-9.81
309.81	2	-9.94
309.81	2	-10
309.81	2	-10
309.81	1.94	-10.13
309.81	1.94	-10
309.81	1.94	-10.13
309.81	2	-10.06
309.81	2	-10
309.81	2	-10
309.81	2	-10
309.81	2	-9.94
309.81	2	-9.94
309.81	2.06	-10
309.88	2.19	-9.75
309.88	2.06	-9.69
309.88	2.19	-9.56
309.88	2.13	-9.63
309.88	2.06	-9.75
309.88	2.06	-9.81
309.88	2.06	-9.69
309.88	2.06	-9.81
309.88	2.06	-9.75
309.88	2.13	-9.81
309.88	2.13	-9.75
309.88	2.13	-9.69
309.88	2.13	-9.63
309.88	2.06	-9.69
309.88	2.06	-9.81
309.88	2.19	-9.56
309.94	2.25	-9.38
309.75	2.19	-9.81
309.81	2.19	-9.44
309.81	2.13	-9.81
309.81	2.19	-9.69
309.81	2.25	-9.44
309.81	2.25	-9.69
309.81	2.25	-9.56
309.75	2.13	-9.25
309.75	2.13	-9.06
309.75	2.19	-9.19
309.81	2.13	-9.19
309.81	2.31	-8.44
309.88	2.19	-8.31
309.81	2.31	-7.5
309.81	2.31	-8
309.69	2.19	-7.5
309.69	2.31	-6.81
309.63	2	-2.94
309.63	1.94	-3.31
309.63	2	-2.69
309.63	2.19	-1.75
309.63	2.25	-1.88
309.63	2	-2.19
309.63	2	-1.94
309.69	2.06	-1.63
309.63	2.06	-2.38
309.63	2.19	-2.75
309.63	2.19	-3.38
309.63	2.31	-3.31
309.56	2.13	-3.63
309.63	2.13	-3.31
309.63	2.25	-3
309.63	2.19	-1.94
309.56	2.13	-3.56
309.56	1.81	-2.69
309.56	1.81	-2.88
309.56	1.81	-3.25
309.56	1.75	-3.44
309.63	1.75	-3.88
309.63	1.81	-3.06
309.63	1.81	-3.38
309.63	1.81	-3.19
309.63	1.88	-3.25
309.69	1.81	-2.44
309.69	1.88	-2.75
309.63	1.88	-2.88
309.69	1.88	-3.13
309.69	1.88	-3.19
309.69	1.88	-3
309.69	1.94	-3.19
309.69	1.94	-3
309.69	2	-2.94
309.69	1.88	-3.13
309.69	1.88	-3.13
309.69	1.88	-3
309.69	1.88	-3.13
309.69	1.88	-3.31
309.69	1.88	-3.38
309.69	1.88	-3.13
309.69	1.81	-3.19
309.69	1.81	-3.31
309.69	1.81	-3.5
309.69	1.81	-3.38
309.69	1.81	-3.38
309.69	1.81	-3.31
309.69	1.81	-3.38
309.69	1.81	-3.44
309.69	1.81	-3.56
309.69	1.81	-3.56
309.69	1.81	-3.44
309.69	1.81	-3.31
309.69	1.81	-3.25
309.69	1.81	-3.44
309.69	1.81	-3.5
309.69	1.81	-3.94
309.69	1.75	-3.13
309.69	1.75	-3.38
309.69	1.81	-3.25
309.69	1.81	-3.44
309.69	1.81	-3.38
309.69	1.81	-3.31
309.69	1.81	-3.44
309.69	1.81	-3.44
309.69	1.81	-3.44
309.69	1.81	-3.31
309.69	1.75	-3.31
309.69	1.75	-3.25
309.69	1.81	-3.25
309.69	1.81	-3.13
309.69	1.81	-3.19
309.69	1.81	-2.94
309.69	1.81	-3.19
309.69	1.81	-3.13
309.69	1.81	-3.19
309.69	1.81	-3.25
309.69	1.94	-3.44
309.88	2.06	-4.5
309.81	1.88	-4.44
309.81	1.88	-3.5
309.88	2.19	-4.31
309.88	2.06	-4.31
309.88	2.13	-3.25
309.81	1.88	-2.56
309.81	1.88	-3.38
309.81	1.94	-3.31
309.81	2.06	-3.19
309.81	2.13	-4.06
309.81	2.13	-3.63
309.81	1.94	-3.56
309.81	2	-3.25
309.81	1.94	-3.5
309.81	1.94	-3.69
309.81	1.94	-3.63
309.81	1.94	-3.56
309.81	1.94	-3.88
309.81	2	-3.94
309.88	1.94	-3.75
309.88	1.94	-0.12
309.94	1.88	0.5
309.94	1.88	-2.19
309.81	1.88	-2.19
309.31	1.88	-5.44
309.31	1.94	-5.56
309.25	1.88	-6.25
309.31	1.88	-5.56
309.31	1.94	-5.88
309.31	1.94	-6.31
309.31	1.88	-5.75
309.31	1.88	-5.69
309.31	1.88	-5.69
309.31	1.88	-5.63
309.31	1.94	-5.75
309.31	1.94	-5.63
309.31	1.94	-5.69
309.31	1.94	-5.75
309.31	1.88	-5.38
309.31	1.88	-5.44
309.31	1.94	-5.19
309.31	1.88	-6.75
309.31	1.94	-6.75
309.25	1.81	-11
307.88	1.88	-4
307.88	1.88	-8.44
307.69	1.81	-12.38
305.63	1.75	-13.31
305.69	2	-5
305.44	1.69	10.44
306.88	1.37	18.62
310.56	1.44	17.62
310.56	1.44	18.56
310.38	1.31	20.06
310.5	1.37	15.5
310.56	1.31	16.56
310.5	1.37	16.56
314.94	1.06	32.5
319.69	1.37	14.31
319.69	1.31	14.06
319.81	1.5	19.75
319.75	1.37	17.69
319.75	1.31	17.75
319.75	1.44	18.44
321	1.44	19.94
320.94	1.44	18.62
321	1.37	20.56
320.94	1.37	14.75
321	1.44	19.69
321	1.12	22.31
321	1.12	21.94
321.75	0.94	24.87
321.69	0.94	21.25
321.63	1.12	17.69
321.63	1.06	17.25
321.63	1	14.63
321.63	1.06	16.31
321.56	1.19	12.94
321.63	1.06	13.69
321.5	1.12	13.38
321.19	1.37	14.56
321.25	1.06	14.69
321.19	1.19	14.31
321.19	1.37	13.19
322.06	1.06	13.31
322.06	1.19	11.38
322.06	1.19	12.56
322.06	1.25	13.44
322.25	1.63	0
321.25	1.5	-28.5
319.69	0.75	-89.06
319.63	0.81	-90.75
319.5	0.94	-87.62
319.5	0.81	-82
313	0.75	-81.5
312.38	0.81	-79.94
312.13	0.81	-78.37
312.06	0.88	-74.75
318.44	0.75	-69.19
319.06	1	-99.94
316.94	1.5	-123.62
313.19	1.12	-98.69
313.38	1.12	-93.06
313.19	1.31	-92
315.88	1.5	-91.12
315.94	1.31	-97.5
315.88	1.37	-95.94
315.88	1.44	-94.69
316.06	1.37	-89.94
140.88	1.75	-164
139.5	1.25	162
140.75	1	144.63
140.63	0.88	139.75
140.63	0.81	141.56
140.25	1	148.44
139.94	0.81	141.81
140	0.75	141.81
140.06	0.81	145.31
139.69	1.12	163.13
318.88	0.56	97.75
327.63	1.06	88.44
338.25	0.63	85.81
334.94	0.63	116.31
329.25	0.94	83.19
306.94	21.69	0.63
289.19	8.44	-78.94
321.56	-3.69	-66.81
339.13	2.69	42.19
341.38	-1.81	112.25
346.63	0.81	119.5
357.06	2.38	133.25
172.75	7.88	176.81
344.19	3.81	-130.44
333.25	6.81	-129.94
264.69	19.75	-136.38
223.38	34.88	-142.06
207.5	44.75	-146.63
281.81	27.12	-135.69
8.81	15.19	-130.31
248.94	15.44	-139.13
264.88	16.06	-142.5
48	19.75	-135.56
292.38	13.81	-139.38
307	23.37	-144
324.88	60.06	-143.06
290.38	82.56	-100.12
296.44	73.81	-78.06
345.38	19.5	-84.87
352.06	10.88	-89.94
351.38	0.12	-92.56
344.38	3.5	-100.87
336.19	10.25	-84.75
352.13	9.06	-97.69
359.69	7.19	-92
10.06	3	-97.25
23.12	3.69	-103.94
34.5	1.88	-105.62
34.63	-2.75	-107
36.44	-4.19	-107
30.94	-1.06	-106.69
29.31	-3.75	-127.06
30.62	-5.81	-118.56
15.25	-2	-107.19
336.81	19.75	-97.44
285.88	32.81	-89
299.94	23.25	-101.69
297.5	28.12	-101.5
314.13	14.81	-98
323.81	12.44	-108.31
337.88	3.06	-98.75
333.06	11.06	-59.56
339.56	6.88	-70.81
343	4.63	-79
343.56	3.88	-69.19
339.88	6.56	-70.37
337.63	7.69	-71.56
334.63	9.5	-73.5
335.56	10.5	-74.44
336.75	10.44	-76.19
346.5	6.69	-72.81
357.44	0	-52.13
335.81	27.25	-68.19
345.56	42.31	-56.19
8.69	48.75	-31.75
61.5	27.87	-52.13
80	16.31	-15.88
92.87	29.44	-45.13
80.94	47.06	-57.38
78.5	48.25	-60.94
86.94	35.5	-51.31
75.06	9.69	-16.31
74	-4.06	-9.06
95.87	22.75	-24.19
96.5	33.13	-43.13
100.56	27.12	-38.19
101.37	20.06	-32.13
107.81	15.81	-33.69
108	20.69	-34.19
104.75	24.75	-30.19
94	18.56	-23.19
88.94	16.44	-26.94
94.19	17.69	-30.94
81.19	13.44	-17.06
92.94	3.19	-21
102.69	2.44	-27.31
104.37	2.5	-31.87
102.06	5.56	-34.75
86.5	31.06	-38.38
67.37	32.69	-30.5
50.75	32.81	-25.12
49.06	36.25	-26.94
38.75	38.13	-13.44
17.87	26.62	-5.69
15.38	23.44	-5.5
31.37	41.44	-25.25
33.75	40.88	-28.75
33.63	37.19	-30.81
39.63	34.88	-31.69
70.06	30.62	-31.37
69.44	26.56	-35
55.06	27.5	-37.56
52.19	28.06	-48
72.25	23.75	-63
90.12	31.5	-69
78.69	36.88	-77.44
52.75	45.69	-102.94
29.31	52.75	-100.75
56.5	39	-86.56
69.31	35	-80.56
68.12	33.69	-77.75
72.12	33.13	-78
72.19	31.62	-77.06
72.62	31.25	-76.56
69.62	34.5	-77.12
69.37	38.94	-79
67.81	43.56	-78.56
70.12	40.19	-78.25
80.31	31.12	-74.94
75.12	32.25	-72.44
72.94	32.13	-72.81
72	31.87	-72.56
71.12	32.31	-74
72.81	31.31	-73.75
75.12	30.69	-73.5
75.5	29.94	-72.87
77.19	29.31	-73.12
78.25	29.5	-73.06
84.25	28.81	-73.87
83.19	25.81	-72.87
83.94	23.5	-71.5
85.31	22.87	-70.37
81.62	22.12	-69.62
79.25	21.56	-69.12
79.25	21.06	-68
80	22.12	-69.19
81.69	22	-70.19
82.25	20.94	-71.06
78.62	18.25	-72.94
74.62	16.94	-73.87
71.12	17.81	-73.81
69.75	18.37	-73.81
68.56	19.69	-73.31
65.12	20	-73.19
62.69	20.62	-72.69
59.44	23.31	-70.69
67.87	24.56	-72.19
72.62	23.19	-70.87
71.87	23	-70.87
68.62	23.31	-70.69
65.31	23.44	-70.69
63.88	22.19	-71.62
63.31	20	-73.87
65.75	19.69	-73.19
66.94	19.31	-72.44
67.06	21.87	-71.12
57.56	23.56	-70.19
47.5	22.69	-68.06
54.13	21.12	-68.87
53.13	19.81	-69.56
54.44	19.87	-71.06
54.69	19.75	-71.44
61	19.19	-69.12
67.81	24.19	-60.56
58.19	23.5	-48.63
58.19	21	-52.06
51.25	28.25	-47.69
50.63	31.94	-46.94
50.81	32	-48.44
49.5	30.06	-49.81
43.69	30.25	-42.5
35.56	27.12	-36.19
27.31	29.44	-35.94
17.06	39.44	-43.94
47.56	27.87	-50.06
86.94	35.88	-77.75
97.31	21.5	-82.87
119.37	12.63	-92.06
128.06	18.56	-97.5
171.81	0.69	-88
181.19	1.25	-91.37
185.69	1.5	-97.12
190.88	1.75	-100.25
195.63	1.81	-108.62
201.38	1.69	-129.31
206.06	0.88	-127.44
210.38	1.19	-127.06
213.25	1.12	-126.87
216.25	1.31	-127.56
217.94	1.06	-127.12
219	0.88	-127.19
217.63	1.5	-125.81
217.94	1.63	-125.62
217.69	1.88	-126
215.88	1.88	-123.19
215.56	1.94	-124.69
216.19	1.94	-125
216.25	1.75	-124.62
216.13	1.81	-124.31
216.06	1.69	-124.31
216.06	1.75	-124.62
216.38	1.81	-124.81
218.94	1.88	-127.12
218.38	1.44	-125.75
218	1.63	-125.81
217.25	1.56	-125.69
216.63	1.88	-126.37
216.31	1.88	-124.5
216.25	1.81	-125.94
215.25	1.81	-126.06
218.81	1.94	-128.94
219.06	1.75	-127.69
218.31	1.81	-126.25
218.13	1.81	-124.44
214	1.88	-121.37
214.06	1.81	-121.69
212.94	1.88	-120.37
205.38	1.81	-117.19
201.94	1.75	-113.87
194.75	1.69	-111.31
194.56	1.75	-111.44
194.5	1.81	-111
193.13	1.88	-111.81
191.38	1.88	-110.87
190.13	1.88	-111.06
189	1.88	-111.06
187.13	1.94	-111.25
186.44	2	-110.87
185.75	2	-111.25
186.19	1.94	-111.75
186.38	2	-112.75
186.31	2	-114.12
186	2	-115.69
185.88	2	-115.5
185.88	2	-116.31
185.63	2	-119.69
185.31	2	-124.5
185.31	1.94	-126.56
185.56	1.69	-132.31
11.69	0.88	-172.25
11.44	1.19	-151.56
11.25	1.19	-154.06
11.13	1.12	-147.75
11.06	1.12	-146.69
11.25	1.12	-149.69
11.13	1.12	-152.13
10.88	1.12	-153.25
11	1.12	-151.75
11.31	1.12	-150.06
11.94	1.06	-152.94
12.25	1.06	-160
12.75	1.12	-151.69
13.38	1.12	-152.13
13.31	1.06	-151.63
14.63	1	-159.19
15.25	1	-160.44
16.06	1	-163.44
15.69	0.94	-158.69
15.38	0.88	-159.75
14.56	0.88	-160.44
15.25	0.94	-155.69
14.88	0.81	-162.06
15.19	0.75	-164.44
14.94	0.75	-160.44
14.75	0.75	-160.31
15.56	0.75	-163.13
14.88	0.75	-163.56
11.56	0.94	-150.5
13.75	1	-153.31
15.81	1.06	-152.44
16.56	1	-157.06
15.81	1	-158.44
14	0.88	-162.56
12.94	0.88	-160.5
12.63	0.88	-163.44
12.81	0.81	-163.75
12.88	0.88	-164.75
12.69	0.88	-164.38
13.56	0.88	-164.56
13.38	0.94	-164.69
13.56	0.94	-164.69
13.75	0.94	-164.63
13.25	0.94	-164.13
13.25	0.88	-164.63
13.56	0.88	-164.38
13.69	0.88	-164.44
14.19	0.94	-164
14.38	0.94	-164.56
14.75	1.06	-164.44
14.94	1	-164.38
15.56	1.12	-164.44
15.75	1.12	-164.5
15.94	1.12	-164.69
16	1.12	-164.31
16	1.12	-164.56
16	1.12	-164.44
16	1.12	-164.56
15.94	1.12	-164.63
16	1.12	-164.38
16	1.12	-164.38
16	1.12	-163.88
23.69	4.81	-159
13.44	15.13	-166.38
9	13.44	-164.94
7.69	14.25	-164.81
4.88	12.44	-165.75
6.31	17.69	-171.94
5.19	15.63	-171.06
4.69	1.19	-160.88
8	0.94	-168.81
7.81	1.06	-158.75
10.75	1	-156.81
14.06	1.31	-155.38
17.87	1.44	-158.38
21.25	1.44	-160.75
24.87	1.44	-163.69
27.31	1.63	-158.19
30.31	1.56	-161.88
33.69	1.56	-166
37.63	1.5	-164.75
39.31	1.56	-165.31
40	1.44	-164.19
40.88	1.56	-161.44
41.19	1.69	-166
41.88	1.63	-166.81
41.5	1.56	-161.63
41.25	1.5	-163.56
40.56	1.56	-163.38
40.06	1.63	-163.88
40.44	1.63	-163.56
41.75	1.69	-163.75
42.06	1.69	-162.75
42.44	1.69	-163.75
42.75	1.69	-160.69
42.56	1.69	-161.88
42.81	1.69	-163.94
43.75	1.69	-163.81
43.63	1.69	-163.56
43.56	1.69	-163.69
43.63	1.75	-164
43.63	1.75	-163.44
43.63	1.75	-163.81
43.63	1.75	-163.19
43.44	1.75	-161.81
42.75	1.75	-162.63
42.31	1.81	-162.63
41.88	1.81	-162.25
41.44	1.75	-163.75
41.69	1.88	-164.69
41.44	1.81	-164.75
41.06	1.81	-162.38
41.06	1.88	-163.94
41.06	1.81	-164.13
41.13	1.81	-163.63
40.94	1.81	-163.63
41	1.75	-162.75
40.94	1.69	-163.94
40.94	1.69	-163.81
40.94	1.69	-163.5
40.94	1.69	-164.19
40.94	1.69	-164.44
41	1.63	-164.13
41	1.63	-163.75
41	1.63	-164.06
41	1.63	-164
41	1.63	-164.06
41	1.63	-163.63
41	1.63	-163.75
41	1.56	-164.06
41	1.56	-163.63
41	1.56	-163.75
41	1.56	-163.75
41	1.56	-163.63
41	1.56	-164.13
40.94	1.5	-163.88
40.94	1.56	-162.5
40.94	1.56	-163.69
40.94	1.56	-162.44
40.94	1.69	-162.25
40.94	1.69	-164.06
40.94	1.63	-163.81
40.94	1.69	-163.63
40.94	1.69	-163.69
40.94	1.69	-163.75
40.94	1.69	-163.44
40.94	1.69	-163.56
40.94	1.69	-163.88
40.94	1.63	-163.75
40.94	1.69	-163.56
40.94	1.75	-163.5
40.94	1.75	-163.5
40.94	1.75	-163.63
40.94	1.81	-163.81
40.94	1.81	-163.38
40.94	1.81	-163.69
40.94	1.75	-163.44
40.94	1.75	-163.81
41	1.69	-162.81
41	1.69	-163.5
41	1.69	-163.56
41	1.81	-163.63
40.56	1.81	-161
38.81	2.06	-152
38.19	1.81	-162.94
37.81	1.81	-162
38.31	1.75	-168.25
45.56	1.75	-165.19
48.88	1.56	-161.88
51.56	1.56	-163.38
55.38	1.63	-163.31
57.5	1.63	-158.06
59.63	1.63	-162.44
60.5	1.56	-163.13
61.75	1.63	-164.38
59.06	1.69	-162.56
61.19	1.75	-165.31
61.63	1.69	-165.06
61.88	1.75	-165.63
62.25	1.75	-164.25
62.56	1.81	-165.69
63.06	1.81	-164.94
63.69	1.75	-164.25
63.63	1.69	-163.38
62.69	1.69	-163.44
56.38	1.75	-162.44
56.88	1.88	-164.88
55.5	2.13	-161.69
54.63	2.06	-164.5
55.75	2.13	-164.88
56.25	2.19	-164.81
56.69	2.25	-164.94
51.88	2.19	-163.81
55	2.19	-161.38
55.63	2.19	-161
56.38	2.25	-159
56.19	2.31	-158.75
56.31	2.31	-160.63
56.5	2.31	-160.94
56.75	2.25	-161.25
56.69	2.25	-160.69
57.25	2.25	-161.06
53.38	2.31	-160.88
53.75	2.31	-160.19
54.13	2.38	-161
54.13	2.63	-160.81
55.38	2.63	-162.81
56.56	2.69	-164.38
59.06	2.75	-165
59.44	2.69	-165.56
58.88	2.69	-164.81
59.06	2.63	-164.44
58.75	2.56	-162.94
55.75	2.75	-159.94
55.75	2.75	-160.13
55.75	2.75	-159.63
55.63	2.31	-160.13
55.69	2.31	-160.13
55.69	2.31	-160.13
55.63	2.25	-159.88
55.63	2.25	-160.56
55.69	2.38	-161.69
55.69	2.69	-161.13
55.5	2.75	-161.13
55.38	2.75	-163.13
55.38	2.75	-162.94
55.38	2.44	-162.69
55.38	2.44	-162.31
55.63	2.25	-164.56
60.38	2.38	-164.94
60.94	2.13	-164.94
60.88	2.25	-165
60.88	2.31	-164.81
60.94	2.31	-164.56
60.44	2.31	-164.31
60.13	2.31	-164.25
59.81	2.31	-163.06
58.81	2.38	-163.06
58.94	2.44	-159.88
59.69	2.44	-164.31
60.63	2.31	-162.25
60.56	2.38	-163.56
60.56	2.38	-164
60.56	2.38	-163.75
60.56	2.38	-164.25
60.63	2.38	-163.31
60.63	2.38	-164
60.63	2.44	-163.56
60.63	2.44	-163.44
60.63	2.44	-163.13
60.63	2.44	-162.25
60.63	2.44	-163.38
60.69	2.44	-162.5
61.38	2.5	-161.94
61.38	2.5	-162.69
61.38	2.44	-161.5
62.81	2.31	-165.38
69.19	6.31	-168.19
63.94	6.06	-170.63
58.81	4.44	-172.31
54.94	10.56	-170.81
11.06	4.44	177.81
353.31	-0.69	-155.63
302.38	-1.12	-164.31
251.81	-2.06	168.56
240.94	-0.25	173.63
241.25	-0.19	-136.81
230	-0.37	-149
228	-0.19	-139.13
60.31	-0.06	-119.31
56.06	0.25	-125
236.94	69.94	-161.31
232.13	78.81	-157.25
243.31	76.81	-151.94
327.75	62.19	-90.5
260.88	81.25	129.75
253.5	84.44	175.06
248.25	80.31	149.63
246	79.25	152.69
246.38	79.25	159.13
249.13	78.75	163.19
255.75	84.81	178.31
297.88	75.75	-108.81
318.81	44.38	-17.62
332.94	47.63	-37.06
323.31	43.88	-53.06
325.06	45.44	-50.06
324.88	50.38	-57
314.56	53.25	-67.94
279.56	68.06	-122.69
284.63	69.37	-131.13
262.38	79.94	5.56
257.69	58.38	38.13
258.38	55.25	29.37
235.94	-24.56	9.13
240.06	-21.5	-9.63
260.94	1.37	-8.56
268.56	-1.88	-7.13
271.13	-1.81	-6.69
264.56	29	14.56
258.19	36.19	22.44
256.75	37.13	20.81
255.88	37	18.31
253.94	35.5	19.25
249.94	34.94	21.94
249.25	32.44	22.31
250.06	32.13	21.37
241.75	26.19	17.37
244.13	30.75	47.5
269.25	36.63	103.12
287.44	35.75	117.94
288.94	35.94	126.25
279.5	34.44	127.25
269.94	33.13	120.87
270.63	34.81	117.5
272.63	35.81	115.06
267.44	34.63	118.94
259.69	34	116.19
256.56	33.69	115.62
254.63	33.75	112
239.06	28.5	101.94
245.56	30.69	102.19
77.94	83.44	-6.25
66.81	83	113.62
55.31	70.25	115.06
80	60.75	112.06
70.06	46.25	127.25
59.13	45.88	129.5
54.06	52.75	139.5
16.5	85.62	179.81
17.94	87.94	178.69
19.25	81.44	171.69
19.12	82.31	171.31
18.62	82.31	172.19
18.25	81.87	173.63
18.31	81.87	173.31
17.75	81.87	173.88
17.62	81.87	174.38
16.81	81.12	174.81
23	82.37	153.56
19.37	72.06	-172.19
1.56	79.75	176.81
10.19	75	175.19
13.5	74.75	176.63
16.12	70.69	-134.94
46.63	50.31	-123.25
56.38	52.44	-89.81
60.94	54.06	-73.37
53.5	49	-35.38
66.25	35.94	-47.38
81.75	26.56	-61.63
111.06	0.37	-32.44
113.19	0.12	-23.37
118.87	2.88	-9.5
118.56	-1.75	-29.19
117.25	-6.81	-5.88
116.62	39.5	-39.81
101.62	18.12	-34.63
102.94	11.31	-41.31
66.5	25.56	-119.12
55.38	11.94	-121.69
53.31	23.75	-121.87
121.81	13.94	-128.38
109.37	35.19	-114.94
152	28.75	-123.12
158.75	21	-120.19
147.81	24.06	-132.31
29.31	23.75	-140.81
20	29.25	-149.31
160.94	22.87	-109.37
204.75	26.06	-102.44
206.19	26.12	-113.44
145.56	33	-128.25
108.12	34.94	-138.56
116.56	34.88	-141.13
158.44	33.25	-133.81
163.38	34.56	-125.06
120.62	35.25	-122.44
104.62	40.5	-138.31
117.44	32.63	-134.75
150.63	32.94	-130.31
153.38	29.94	-133.44
174.63	25.94	-139.63
148.13	33	-143.75
86.62	15.5	166.06
80.44	5.63	150.5
60.94	3.63	154.31
39.5	7.31	-166.56
39.25	3.19	-146.75
37.63	2.06	-139.38
41.69	2.06	-137.38
41.5	2	-141.69
41.31	1.81	-155.69
41.19	1.88	-146.81
41.19	1.94	-142.94
41.25	2	-140.38
41.38	2	-138.81
41.63	2	-139
41.69	2	-136.19
41.75	2.13	-135.5
41.75	2.31	-137.38
41.75	2.38	-138.06
41.81	2.5	-137.44
215.88	2.69	-120.94
214.75	2.63	-131.31
41.69	2.63	-138.75
41.75	2.63	-136.13
41.44	2.5	-146.81
41.5	2.5	-143.81
41.56	2.56	-142.06
41.75	2.56	-141.56
42.19	2.63	-142.19
43.25	2.5	-146.88
43.81	2.5	-152.06
45.38	2.56	-145
45.56	2.5	-146.88
46.44	2.56	-144.56
47.06	2.56	-142.06
47.13	2.63	-139.44
47.13	2.63	-139.75
47.13	2.63	-140.81
47.06	2.63	-144.31
47.06	2.56	-145.38
47.19	2.56	-140.44
47.69	2.56	-140.63
48.25	2.56	-139
52.38	2.75	-135.31
248.19	4	-132.75
59.75	2.06	-169.5
59.94	2.19	-150.38
60.06	2.25	-145.06
60.13	2.31	-142.75
60.19	2.31	-141.75
60.19	2.31	-141.94
60	2.25	-150.25
59.94	2.19	-150.06
60.06	2.19	-146.88
68.94	2.38	-148.19
69	2.44	-146.75
69.06	2.38	-144.56
69.62	2.44	-143
